epoch,out_0,out_1,step,train_loss
24,0.35744303464889526,0.38812410831451416,49,0.3743920922279358
49,0.37065136432647705,0.40379032492637634,99,0.35546594858169556
74,0.38267481327056885,0.41837194561958313,149,0.3382912278175354
99,0.39348912239074707,0.4318670332431793,199,0.32277509570121765
124,0.40309369564056396,0.44430220127105713,249,0.3088000416755676
149,0.4115038216114044,0.4557259976863861,299,0.2962341606616974
174,0.4187447130680084,0.46620315313339233,349,0.28493908047676086
199,0.4248463213443756,0.4758102297782898,399,0.2747749090194702
224,0.42983826994895935,0.48463138937950134,449,0.26560476422309875
249,0.4337461292743683,0.4927555322647095,499,0.25729694962501526
274,0.4365880787372589,0.5002749562263489,549,0.2497251182794571
299,0.43837273120880127,0.5072846412658691,599,0.24276842176914215
324,0.43909645080566406,0.5138823986053467,649,0.23631031811237335
349,0.4387420415878296,0.5201698541641235,699,0.2302369624376297
374,0.4372771382331848,0.5262542366981506,749,0.22443504631519318
399,0.4346534311771393,0.5322501063346863,799,0.2187899649143219
424,0.4308048486709595,0.5382818579673767,849,0.21318364143371582
449,0.42564767599105835,0.5444862246513367,899,0.20749279856681824
474,0.4190804064273834,0.5510149598121643,949,0.20158757269382477
499,0.410982608795166,0.5580341219902039,999,0.1953338384628296
524,0.40121763944625854,0.5657241940498352,1049,0.1885954737663269
549,0.38963446021080017,0.5742743015289307,1099,0.18124237656593323
574,0.3760751187801361,0.5838729739189148,1149,0.17316170036792755
599,0.3603874146938324,0.5946902632713318,1199,0.16427598893642426
624,0.3424490690231323,0.6068568229675293,1249,0.15456156432628632
649,0.32220280170440674,0.6204327940940857,1299,0.14407126605510712
674,0.29970428347587585,0.6353795528411865,1349,0.13294807076454163
699,0.2751736640930176,0.6515365839004517,1399,0.12142675369977951
724,0.24903444945812225,0.6686175465583801,1449,0.10981433093547821
749,0.22191549837589264,0.6862311363220215,1499,0.09845089912414551
774,0.19460375607013702,0.70392906665802,1549,0.08765799552202225
799,0.1679489016532898,0.7212687134742737,1599,0.07769113034009933
824,0.14274539053440094,0.737871527671814,1649,0.06871133297681808
849,0.11963190883398056,0.7534611225128174,1699,0.06078141927719116
874,0.0990312248468399,0.7678732872009277,1749,0.05388281121850014
899,0.08114078640937805,0.7810449600219727,1799,0.047941308468580246
924,0.06596047431230545,0.7929906845092773,1849,0.04285285621881485
949,0.05334016680717468,0.8037759065628052,1899,0.038503896445035934
974,0.04303312301635742,0.8134956359863281,1949,0.034783877432346344
999,0.03474004566669464,0.8222562074661255,1999,0.03159285709261894
1024,0.02814839407801628,0.8301660418510437,2049,0.028843574225902557
1049,0.022955531254410744,0.8373271822929382,2099,0.02646244503557682
1074,0.01888703554868698,0.8438335657119751,2149,0.02438795566558838
1099,0.015705157071352005,0.849768877029419,2199,0.022569390013813972
1124,0.013211614452302456,0.8552060723304749,2249,0.02096528187394142
1149,0.011246856302022934,0.8602089881896973,2299,0.019541526213288307
1174,0.009684362448751926,0.8648320436477661,2349,0.018270377069711685
1199,0.008427991531789303,0.8691219687461853,2399,0.01712905988097191
1224,0.007405194453895092,0.8731184005737305,2449,0.01609894074499607
1249,0.006561748217791319,0.8768555521965027,2499,0.015164555050432682
1274,0.005857473239302635,0.8803620934486389,2549,0.0143132284283638
1299,0.0052627082914114,0.8836628794670105,2599,0.013534325174987316
1324,0.004755158443003893,0.8867788910865784,2649,0.0128190191462636
1349,0.004317610990256071,0.8897283673286438,2699,0.012159832753241062
1374,0.003937536384910345,0.8925270438194275,2749,0.011550436727702618
1399,0.0036050514318048954,0.8951884508132935,2799,0.010985461063683033
1424,0.003312078770250082,0.8977245092391968,2849,0.010460276156663895
1449,0.0030527347698807716,0.9001455307006836,2899,0.009970915503799915
1474,0.002822163049131632,0.9024606943130493,2949,0.009513916447758675
1499,0.0026155253872275352,0.9046781659126282,2999,0.009086252190172672
1524,0.00242997775785625,0.9068049192428589,3049,0.008685323409736156
1549,0.002262913389131427,0.9088476300239563,3099,0.008308754302561283
1574,0.0021114088594913483,0.9108119010925293,3149,0.007954517379403114
1599,0.001973977079614997,0.9127027988433838,3199,0.007620801217854023
1624,0.0018488593632355332,0.9145251512527466,3249,0.007305949926376343
1649,0.0017342770006507635,0.9162830710411072,3299,0.0070085241459310055
1674,0.001629559905268252,0.9179803729057312,3349,0.006727219093590975
1699,0.0015333655755966902,0.91962069272995,3399,0.0064608328975737095
1724,0.0014449750306084752,0.921207070350647,3449,0.006208325736224651
1749,0.0013633598573505878,0.9227426052093506,3499,0.00596870481967926
1774,0.001287934952415526,0.9242297410964966,3549,0.005741131957620382
1799,0.0012180710909888148,0.9256713390350342,3599,0.005524749867618084
1824,0.001153193530626595,0.9270693063735962,3649,0.005318886134773493
1849,0.0010930049465969205,0.9284259676933289,3699,0.005122842267155647
1874,0.0010369836818426847,0.9297432899475098,3749,0.00493600545451045
1899,0.0009847601177170873,0.9310230612754822,3799,0.004757818300276995
1924,0.0009359075338579714,0.9322668313980103,3849,0.004587782081216574
1949,0.0008904046262614429,0.9334765076637268,3899,0.004425375256687403
1974,0.00084769690874964,0.9346534609794617,3949,0.004270170349627733
1999,0.0008077056263573468,0.9357989430427551,3999,0.004121775738894939
