epoch,out_0,out_1,step,train_loss
2024,0.5070932507514954,0.5041655898094177,4049,0.24585175514221191
2049,0.5069814920425415,0.5042101740837097,4099,0.24580755829811096
2074,0.5068679451942444,0.5042479038238525,4149,0.2457701414823532
2099,0.5067530274391174,0.5042794942855835,4199,0.24573881924152374
2124,0.5066370964050293,0.5043057203292847,4249,0.24571281671524048
2149,0.5065203905105591,0.5043267607688904,4299,0.2456919550895691
2174,0.5064033269882202,0.5043433904647827,4349,0.2456754744052887
2199,0.5062860250473022,0.5043559670448303,4399,0.24566300213336945
2224,0.5061687231063843,0.5043648481369019,4449,0.24565421044826508
2249,0.5060517191886902,0.504370391368866,4499,0.24564871191978455
2274,0.5059350728988647,0.5043730139732361,4549,0.24564610421657562
2299,0.5058190226554871,0.5043730139732361,4599,0.24564610421657562
2324,0.5057035684585571,0.5043706297874451,4649,0.24564847350120544
2349,0.5055888891220093,0.5043660998344421,4699,0.2456529587507248
2374,0.5054751038551331,0.5043597221374512,4749,0.24565929174423218
2399,0.5053622722625732,0.5043516159057617,4799,0.24566732347011566
2424,0.5052505135536194,0.5043420195579529,4849,0.24567683041095734
2449,0.5051397681236267,0.5043311715126038,4899,0.2456875890493393
2474,0.5050302147865295,0.5043191313743591,4949,0.24569952487945557
2499,0.5049217939376831,0.5043061375617981,4999,0.24571239948272705
2524,0.504814624786377,0.5042921900749207,5049,0.24572622776031494
2549,0.5047085881233215,0.5042775273323059,5099,0.24574077129364014
2574,0.5046037435531616,0.5042622089385986,5149,0.24575595557689667
2599,0.5045002102851868,0.5042464137077332,5199,0.2457716166973114
2624,0.5043977499008179,0.5042300224304199,5249,0.2457878738641739
2649,0.5042965412139893,0.5042133331298828,5299,0.24580441415309906
2674,0.5041966438293457,0.5041963458061218,5349,0.2458212673664093
2699,0.5040978193283081,0.504179060459137,5399,0.24583840370178223
2724,0.5040001273155212,0.5041616559028625,5449,0.2458556592464447
2749,0.5039036273956299,0.5041441321372986,5499,0.24587304890155792
2774,0.5038081407546997,0.5041264891624451,5549,0.2458905428647995
2799,0.5037137866020203,0.5041088461875916,5599,0.24590803682804108
2824,0.503620445728302,0.504091203212738,5649,0.24592553079128265
2849,0.5035281181335449,0.5040735602378845,5699,0.24594303965568542
2874,0.5034366846084595,0.5040559768676758,5749,0.24596047401428223
2899,0.5033461451530457,0.5040385723114014,5799,0.2459777444601059
2924,0.5032565593719482,0.504021167755127,5849,0.24599500000476837
2949,0.5031676292419434,0.5040039420127869,5899,0.24601209163665771
2974,0.5030795335769653,0.5039868950843811,5949,0.24602900445461273
2999,0.5029922127723694,0.5039699077606201,5999,0.24604585766792297
